0,Gene Count,Interesting Gene Count,Hypergeom pvalue
GO_SODIUM_ION_TRANSPORT,241,6,0.040150628087929435
GO_PLATELET_DEGRANULATION,129,2,0.04070156126287042
GO_EMBRYO_DEVELOPMENT,1066,41,0.040800725430956655
GO_PLATELET_ACTIVATION,158,3,0.04121311040440362
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,158,3,0.04121311040440362
PID_IL12_2PATHWAY,62,0,0.04146487396049989
GO_NEUROBLAST_PROLIFERATION,62,0,0.04146487396049989
ZNF596_TARGET_GENES,654,23,0.04185705297172697
GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,97,1,0.04194330947042012
GO_REGULATION_OF_CATION_CHANNEL_ACTIVITY,185,4,0.04275529062937265
GO_DIVALENT_INORGANIC_CATION_HOMEOSTASIS,511,17,0.043299318061446684
GO_SOMATODENDRITIC_COMPARTMENT,859,32,0.04331117763619494
GO_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,96,1,0.043777598857688255
GO_EMBRYONIC_APPENDAGE_MORPHOGENESIS,127,2,0.04392243891142726
GO_AMINO_ACID_TRANSPORT,156,3,0.044186485416567944
GO_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY,509,17,0.04510958676050433
GO_REGULATION_OF_RESPONSE_TO_WOUNDING,183,4,0.0456110408003514
GO_MUSCLE_CELL_DEVELOPMENT,183,4,0.0456110408003514
GO_GRANULOCYTE_CHEMOTAXIS,126,2,0.04562095299687956
ZFP28_TARGET_GENES,126,2,0.04562095299687956
TERT_TARGET_GENES,126,2,0.04562095299687956
GO_REGULATION_OF_DENDRITE_MORPHOGENESIS,95,1,0.04568853119777316
GO_NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,95,1,0.04568853119777316
GO_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE,60,0,0.04595584541640909
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION,60,0,0.04595584541640909
GO_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY,60,0,0.04595584541640909
GO_GLIAL_CELL_ACTIVATION,60,0,0.04595584541640909
GO_SYNCYTIUM_FORMATION,60,0,0.04595584541640909
GO_REGULATION_OF_LYMPHOCYTE_ACTIVATION,508,17,0.04603905939665352
GO_SEXUAL_REPRODUCTION,877,33,0.04669508079059551
GO_MUSCLE_CONTRACTION,362,11,0.04712044308645262
GO_IMMUNOGLOBULIN_PRODUCTION,209,5,0.04715987105255132
GO_PEPTIDE_SECRETION,554,19,0.04722848013001238
GO_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,154,3,0.047356630148111256
GO_GLYCEROLIPID_METABOLIC_PROCESS,434,14,0.04826017635025996
GO_PHOTOTRANSDUCTION,59,0,0.0483803744312963
GO_ANTIBACTERIAL_HUMORAL_RESPONSE,59,0,0.0483803744312963
GO_ENDOPLASMIC_RETICULUM,1429,58,0.048905409352056
GO_ACTIN_FILAMENT_BASED_MOVEMENT,153,3,0.049018992924375906
GO_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR,153,3,0.049018992924375906
GO_GOLGI_CISTERNA_MEMBRANE,93,1,0.04975233139224888
ZNF558_TARGET_GENES,310,9,0.04988695023029888
GO_CELL_JUNCTION_ORGANIZATION,713,26,0.05032297306105799
GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,152,3,0.05073480857830332
GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,58,0,0.05093268023303986
GO_ZYMOGEN_ACTIVATION,58,0,0.05093268023303986
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,92,1,0.0519114565472392
GO_REGULATION_OF_CELL_KILLING,92,1,0.0519114565472392
GO_REGULATION_OF_WOUND_HEALING,151,3,0.05250555810279527
GO_LIPID_BIOSYNTHETIC_PROCESS,733,27,0.05285417063737764
GO_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,357,11,0.05298856372067945
GO_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,122,2,0.05304755841262089
GO_PEPTIDE_HORMONE_SECRETION,257,7,0.05314896645084881
GO_CELL_DIFFERENTIATION_IN_SPINAL_CORD,57,0,0.05361948971119108
GO_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,57,0,0.05361948971119108
GO_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING,663,24,0.05399439528909049
GO_ROOF_OF_MOUTH_DEVELOPMENT,91,1,0.05415974391944866
GO_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION,91,1,0.05415974391944866
GO_OOGENESIS,91,1,0.05415974391944866
GO_REGULATION_OF_EPIDERMIS_DEVELOPMENT,91,1,0.05415974391944866
GO_MIDBRAIN_DEVELOPMENT,91,1,0.05415974391944866
GO_REGULATION_OF_T_CELL_DIFFERENTIATION,150,3,0.05433275168591682
GO_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,256,7,0.05460163538129749
GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,1637,68,0.05496435056383331
GO_NEUTROPHIL_MIGRATION,121,2,0.05507256958252252
GO_INTERLEUKIN_1_PRODUCTION,121,2,0.05507256958252252
GO_SECRETORY_GRANULE_MEMBRANE,306,9,0.055123424863099846
PID_TXA2PATHWAY,56,0,0.05644788350990292
GO_VESICLE_LOCALIZATION,229,6,0.05661635527416234
GO_REGULATION_OF_NERVOUS_SYSTEM_PROCESS,148,3,0.05816265749400744
GO_PEPTIDYL_TYROSINE_MODIFICATION,377,12,0.05848236410593989
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,175,4,0.058852041784728776
GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,89,1,0.05893748721286174
GO_ORGANIC_ANION_TRANSPORT,519,18,0.059058800516954654
GO_TERTIARY_GRANULE_LUMEN,55,0,0.05942531462888077
PID_FGF_PATHWAY,55,0,0.05942531462888077
GO_ENDODERM_FORMATION,55,0,0.05942531462888077
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,55,0,0.05942531462888077
GO_MULTICELLULAR_ORGANISMAL_MOVEMENT,55,0,0.05942531462888077
GO_SKELETAL_SYSTEM_MORPHOGENESIS,227,6,0.05988060477169603
GO_REGULATION_OF_SODIUM_ION_TRANSPORT,88,1,0.061474060702232866
GO_PHOTORECEPTOR_OUTER_SEGMENT,88,1,0.061474060702232866
KEGG_RIBOSOME,88,1,0.061474060702232866
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,88,1,0.061474060702232866
GO_STEROL_TRANSPORT,118,2,0.061586204467843415
GO_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,200,5,0.061680382983192374
HALLMARK_INFLAMMATORY_RESPONSE,200,5,0.061680382983192374
GO_ALPHA_BETA_T_CELL_ACTIVATION,146,3,0.06223718843877038
GO_NEGATIVE_REGULATION_OF_CELL_ADHESION,301,9,0.062340089223852466
GO_TISSUE_MIGRATION,374,12,0.0625113195786315
GO_CELLULAR_DEFENSE_RESPONSE,54,0,0.06255962797062146
GO_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION,54,0,0.06255962797062146
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,54,0,0.06255962797062146
PID_TGFBR_PATHWAY,54,0,0.06255962797062146
GO_FATTY_ACID_BIOSYNTHETIC_PROCESS,173,4,0.06266322961747807
GO_VACUOLAR_LUMEN,173,4,0.06266322961747807
KEGG_FOCAL_ADHESION,199,5,0.06351792523078538
GO_GOLGI_CISTERNA,117,2,0.06391119656682757
GO_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION,87,1,0.06411403576036727
GO_LONG_TERM_SYNAPTIC_POTENTIATION,87,1,0.06411403576036727
GO_COLLAGEN_TRIMER,87,1,0.06411403576036727
GO_IRON_ION_HOMEOSTASIS,87,1,0.06411403576036727
GO_ACTIVATION_OF_IMMUNE_RESPONSE,561,20,0.06427362401994195
GO_AMINOGLYCAN_METABOLIC_PROCESS,172,4,0.0646506777920717
GO_EAR_DEVELOPMENT,224,6,0.06508899293736548
ZNF33A_TARGET_GENES,249,7,0.0657875076412385
GO_ENDOSOME_TO_LYSOSOME_TRANSPORT,53,0,0.06585908094235757
GO_VISUAL_BEHAVIOR,53,0,0.06585908094235757
GO_REGULATION_OF_MYOBLAST_DIFFERENTIATION,53,0,0.06585908094235757
GO_DYNEIN_COMPLEX,53,0,0.06585908094235757
GO_PHOTORECEPTOR_CELL_CILIUM,116,2,0.06631699787303291
GO_DNA_PACKAGING_COMPLEX,116,2,0.06631699787303291
GO_REGULATION_OF_TRANSPORT,1856,79,0.06695252489803438
GO_SENSORY_SYSTEM_DEVELOPMENT,394,13,0.06809036997284426
GO_CALCIUM_MEDIATED_SIGNALING,222,6,0.0687789227294063
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,115,2,0.06880603716792812
GO_AMINOGLYCAN_BIOSYNTHETIC_PROCESS,115,2,0.06880603716792812
GO_DETECTION_OF_ABIOTIC_STIMULUS,143,3,0.06883648278207541
GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,196,5,0.06932529616103505
KEGG_MTOR_SIGNALING_PATHWAY,52,0,0.06933236509701665
GO_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION,52,0,0.06933236509701665
GO_REGULATION_OF_LIPID_STORAGE,52,0,0.06933236509701665
GO_EXCITATORY_SYNAPSE,52,0,0.06933236509701665
GO_ACTIVATION_OF_MAPKK_ACTIVITY,52,0,0.06933236509701665
KEGG_STARCH_AND_SUCROSE_METABOLISM,52,0,0.06933236509701665
GO_B_CELL_ACTIVATION,321,10,0.06939048530125502
GO_LIPID_LOCALIZATION,440,15,0.06997675443665986
GO_ORGANELLE_SUBCOMPARTMENT,392,13,0.07103197576833951
GO_PLASMA_MEMBRANE_RAFT,114,2,0.0713807946405133
GO_VASCULATURE_DEVELOPMENT,826,32,0.07242904111667837
KEGG_ECM_RECEPTOR_INTERACTION,84,1,0.0726934087892116
GO_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,270,8,0.0727860836777012
ZNF512_TARGET_GENES,438,15,0.07283145194920188
GO_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS,51,0,0.0729886289556258
GO_INTERCALATED_DISC,51,0,0.0729886289556258
GO_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,51,0,0.0729886289556258
GO_REGULATION_OF_LYASE_ACTIVITY,51,0,0.0729886289556258
GO_ENDOCYTOSIS,668,25,0.07306701412559416
GO_HEAD_DEVELOPMENT,803,31,0.07313330516989619
GO_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,168,4,0.07317617739949585
GO_DIGESTION,141,3,0.07358096168769665
GO_COLLAGEN_METABOLIC_PROCESS,113,2,0.07404380164076711
GO_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS,113,2,0.07404380164076711
GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS,366,12,0.07443482347792585
GO_SENSORY_ORGAN_MORPHOGENESIS,269,8,0.07461516138999914
GO_PEROXISOME_ORGANIZATION,83,1,0.07578662468818986
GO_NEGATIVE_REGULATION_OF_OSSIFICATION,83,1,0.07578662468818986
GO_VASCULOGENESIS,83,1,0.07578662468818986
GO_CARDIAC_MUSCLE_CONTRACTION,140,3,0.07606197867283349
GO_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,50,0,0.07683750200377905
GO_POSITIVE_REGULATION_OF_ATP_METABOLIC_PROCESS,50,0,0.07683750200377905
GO_KERATINOCYTE_PROLIFERATION,50,0,0.07683750200377905
GO_RHYTHMIC_BEHAVIOR,50,0,0.07683750200377905
ZNF560_TARGET_GENES,50,0,0.07683750200377905
GO_DIGESTIVE_TRACT_MORPHOGENESIS,50,0,0.07683750200377905
GO_POSITIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS,50,0,0.07683750200377905
GO_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,50,0,0.07683750200377905
GO_TRANSLATIONAL_INITIATION,192,5,0.07779495117582674
CBX7_TARGET_GENES,954,38,0.07801989679726654
GO_REGULATION_OF_HORMONE_SECRETION,267,8,0.07839209726558308
GO_REGULATION_OF_CELL_SUBSTRATE_ADHESION,217,6,0.07881518863634915
GO_CELL_JUNCTION_ASSEMBLY,434,15,0.07883450400513603
GO_NEGATIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS,82,1,0.07900366116157578
GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,111,2,0.0796449429366278
GO_ACUTE_INFLAMMATORY_RESPONSE,111,2,0.0796449429366278
GO_LIPID_OXIDATION,111,2,0.0796449429366278
GO_ANION_TRANSMEMBRANE_TRANSPORT,315,10,0.07964511325267942
GO_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,191,5,0.08004916352518711
GO_MYELOID_LEUKOCYTE_ACTIVATION,662,25,0.08055860161189571
GO_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT,49,0,0.08088911995779859
GO_NEGATIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,49,0,0.08088911995779859
GO_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,49,0,0.08088911995779859
GO_PROSTATE_GLAND_DEVELOPMENT,49,0,0.08088911995779859
PID_ARF6_TRAFFICKING_PATHWAY,49,0,0.08088911995779859
GO_T_CELL_SELECTION,49,0,0.08088911995779859
GO_VENTRAL_SPINAL_CORD_DEVELOPMENT,49,0,0.08088911995779859
GO_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,138,3,0.08125064860478014
GO_NEUTRAL_LIPID_METABOLIC_PROCESS,138,3,0.08125064860478014
GO_ACTION_POTENTIAL,138,3,0.08125064860478014
GO_MUSCLE_TISSUE_DEVELOPMENT,409,14,0.08136546193866245
GO_BLOOD_VESSEL_MORPHOGENESIS,706,27,0.08186923421432987
GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,81,1,0.08234896818523667
GO_PHAGOCYTOSIS_RECOGNITION,81,1,0.08234896818523667
GO_NEPHRON_EPITHELIUM_DEVELOPMENT,110,2,0.08258839166103714
GO_TRIGLYCERIDE_METABOLIC_PROCESS,110,2,0.08258839166103714
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY,750,29,0.08287725455842412
GO_LEUKOCYTE_PROLIFERATION,313,10,0.08333712801837923
GO_CELL_BODY,592,22,0.08337320620067973
GO_MYELOID_CELL_DIFFERENTIATION,431,15,0.08360271079480151
KEGG_INSULIN_SIGNALING_PATHWAY,137,3,0.08396200801810394
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,137,3,0.08396200801810394
GO_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS,48,0,0.0851541513161668
GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,48,0,0.0851541513161668
GO_POTASSIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,48,0,0.0851541513161668
GO_TUMOR_NECROSIS_FACTOR_SECRETION,48,0,0.0851541513161668
GO_BILE_ACID_METABOLIC_PROCESS,48,0,0.0851541513161668
GO_REGULATION_OF_CYCLASE_ACTIVITY,48,0,0.0851541513161668
GO_PHOTORECEPTOR_CELL_DEVELOPMENT,48,0,0.0851541513161668
GO_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT,48,0,0.0851541513161668
GO_LIPID_HOMEOSTASIS,163,4,0.08522843264710561
GO_EPITHELIAL_CELL_PROLIFERATION,453,16,0.08559862291403916
GO_POSITIVE_REGULATION_OF_SIGNALING,1896,82,0.0856047190989963
GO_LIMBIC_SYSTEM_DEVELOPMENT,109,2,0.08563071734356423
GO_SPINAL_CORD_DEVELOPMENT,109,2,0.08563071734356423
GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT,80,1,0.08582712070679566
GO_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,80,1,0.08582712070679566
GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,263,8,0.08643865113557003
TERF2_TARGET_GENES,136,3,0.08675389395184695
GO_NEGATIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS,238,7,0.0874018098101759
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION,213,6,0.08773637313748117
GO_SINGLE_FERTILIZATION,162,4,0.08783867039248358
GO_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,108,2,0.08877469882255083
GO_LEUKOCYTE_MEDIATED_CYTOTOXICITY,108,2,0.08877469882255083
GO_EMBRYONIC_ORGAN_DEVELOPMENT,451,16,0.08889103355460701
GO_ENDOTHELIAL_CELL_MIGRATION,286,9,0.08908962823472749
GO_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,310,10,0.089144973772009
GO_ENDODERM_DEVELOPMENT,79,1,0.08944281944659341
GO_IRON_ION_TRANSPORT,79,1,0.08944281944659341
GO_TISSUE_REGENERATION,79,1,0.08944281944659341
GO_PROTEIN_AUTOPHOSPHORYLATION,237,7,0.0896389329737309
GO_ACUTE_PHASE_RESPONSE,47,0,0.08964382537316481
GO_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION,47,0,0.08964382537316481
GO_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT,47,0,0.08964382537316481
GO_COLLAGEN_CATABOLIC_PROCESS,47,0,0.08964382537316481
GO_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION,47,0,0.08964382537316481
GO_RETINOL_METABOLIC_PROCESS,47,0,0.08964382537316481
KEGG_TYPE_II_DIABETES_MELLITUS,47,0,0.08964382537316481
GO_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,47,0,0.08964382537316481
GO_REGULATION_OF_VACUOLE_ORGANIZATION,47,0,0.08964382537316481
GO_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,47,0,0.08964382537316481
GO_MALE_MEIOTIC_NUCLEAR_DIVISION,47,0,0.08964382537316481
GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION,47,0,0.08964382537316481
GO_POSITIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT,161,4,0.09051879117481498
GO_DISTAL_AXON,309,10,0.09115478769481153
GO_MULTICELLULAR_ORGANISM_REPRODUCTION,876,35,0.09181232616108699
GO_REGULATION_OF_POTASSIUM_ION_TRANSPORT,107,2,0.09202316181173138
GO_REGULATION_OF_SYNAPSE_ASSEMBLY,107,2,0.09202316181173138
GO_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,186,5,0.09219538764659371
GO_CELLULAR_HORMONE_METABOLIC_PROCESS,134,3,0.0925869091423725
GO_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS,78,1,0.09320089147571005
GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,78,1,0.09320089147571005
GO_NEGATIVE_REGULATION_OF_WOUND_HEALING,78,1,0.09320089147571005
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS,235,7,0.09425965897655479
GO_FAT_CELL_DIFFERENTIATION,235,7,0.09425965897655479
GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,235,7,0.09425965897655479
GO_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS,46,0,0.09436996165188395
GO_ENDODERMAL_CELL_DIFFERENTIATION,46,0,0.09436996165188395
GO_GLYCOGEN_BIOSYNTHETIC_PROCESS,46,0,0.09436996165188395
GO_CILIARY_TIP,46,0,0.09436996165188395
GO_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION,46,0,0.09436996165188395
GO_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION,46,0,0.09436996165188395
GO_DRUG_METABOLIC_PROCESS,46,0,0.09436996165188395
GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY,331,11,0.09474400312601561
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,106,2,0.09537897762730922
GO_ALPHA_BETA_T_CELL_DIFFERENTIATION,106,2,0.09537897762730922
GO_INTERLEUKIN_1_BETA_PRODUCTION,106,2,0.09537897762730922
KEGG_CELL_ADHESION_MOLECULES_CAMS,133,3,0.09563192194069992
GO_EPITHELIUM_DEVELOPMENT,1329,56,0.09619919844228927
GO_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS,77,1,0.09710629051364027
GTF3A_TARGET_GENES,77,1,0.09710629051364027
GO_MICROTUBULE_POLYMERIZATION,77,1,0.09710629051364027
GO_POLYOL_METABOLIC_PROCESS,132,3,0.09876522588561529
GO_PHOSPHOLIPID_DEPHOSPHORYLATION,45,0,0.09934500090604434
GO_MYOBLAST_FUSION,45,0,0.09934500090604434
GO_RESPONSE_TO_NICOTINE,45,0,0.09934500090604434
GO_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION,45,0,0.09934500090604434
GO_REGULATION_OF_NEURON_MIGRATION,45,0,0.09934500090604434
GO_SARCOMERE_ORGANIZATION,45,0,0.09934500090604434
GO_MODULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST,45,0,0.09934500090604434
GO_ASTROCYTE_DEVELOPMENT,45,0,0.09934500090604434
GO_MUSCLE_SYSTEM_PROCESS,467,17,0.10106525287363172
GO_REGULATION_OF_STEM_CELL_PROLIFERATION,76,1,0.10116409682400695
GO_HOMEOSTATIC_PROCESS,1963,86,0.10158824515777336
GO_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT,157,4,0.10196685556734786
GO_T_CELL_MEDIATED_IMMUNITY,104,2,0.10242437227504118
GO_ALPHA_AMINO_ACID_CATABOLIC_PROCESS,104,2,0.10242437227504118
GO_STEM_CELL_DIVISION,44,0,0.10458203769306315
GO_HINDBRAIN_MORPHOGENESIS,44,0,0.10458203769306315
GO_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS,44,0,0.10458203769306315
ZNF488_TARGET_GENES,44,0,0.10458203769306315
HALLMARK_APICAL_SURFACE,44,0,0.10458203769306315
GO_EYE_MORPHOGENESIS,156,4,0.10501802549641381
GO_PERIKARYON,156,4,0.10501802549641381
GO_REGULATION_OF_METAL_ION_TRANSPORT,396,14,0.10502030087238973
CBX5_TARGET_GENES,866,35,0.10514129326837403
GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT,130,3,0.1053046739420728
GO_LYSOSOME_LOCALIZATION,75,1,0.10537951687210745
ZNF582_TARGET_GENES,75,1,0.10537951687210745
GO_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS,75,1,0.10537951687210745
GO_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,75,1,0.10537951687210745
GO_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE,75,1,0.10537951687210745
GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,75,1,0.10537951687210745
GO_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION,75,1,0.10537951687210745
GO_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION,75,1,0.10537951687210745
GO_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY,75,1,0.10537951687210745
GO_MULTICELLULAR_ORGANISMAL_SIGNALING,206,6,0.10543978030179466
GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,555,21,0.10587538286314119
GO_APPENDAGE_DEVELOPMENT,181,5,0.10590203724252834
GO_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS,1406,60,0.1060074495767745
GO_IMPORT_INTO_CELL,230,7,0.10670081100333362
GO_REGULATION_OF_DENDRITE_DEVELOPMENT,155,4,0.1081477824906136
GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,463,17,0.10853122971742754
GO_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,301,10,0.10863131501907135
GO_POSITIVE_REGULATION_OF_MAPK_CASCADE,553,21,0.10938735937193514
GO_T_CELL_DIFFERENTIATION,253,8,0.10966477119638035
GO_FATTY_ACID_BETA_OXIDATION,74,1,0.10975788251104286
GO_GABA_ERGIC_SYNAPSE,74,1,0.10975788251104286
GO_NEUTROPHIL_CHEMOTAXIS,102,2,0.10993470611878176
GO_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE,43,0,0.11009485475269049
GO_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS,43,0,0.11009485475269049
GO_SKELETAL_MUSCLE_CONTRACTION,43,0,0.11009485475269049
PID_INTEGRIN3_PATHWAY,43,0,0.11009485475269049
GO_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT,43,0,0.11009485475269049
GO_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,43,0,0.11009485475269049
GO_POSITIVE_REGULATION_OF_HEART_CONTRACTION,43,0,0.11009485475269049
GO_RUFFLE,179,5,0.11185306064022893
GO_MICROTUBULE_BUNDLE_FORMATION,101,2,0.11387184070988848
GO_REGULATION_OF_TOR_SIGNALING,101,2,0.11387184070988848
GO_CELL_FATE_SPECIFICATION,101,2,0.11387184070988848
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,73,1,0.1143046497400337
GO_CYTOKINE_METABOLIC_PROCESS,73,1,0.1143046497400337
GO_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,73,1,0.1143046497400337
GO_L_AMINO_ACID_TRANSPORT,73,1,0.1143046497400337
GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,73,1,0.1143046497400337
GO_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,73,1,0.1143046497400337
GO_GERM_CELL_DEVELOPMENT,275,9,0.11436441121473084
F10_TARGET_GENES,275,9,0.11436441121473084
RUVBL1_TARGET_GENES,178,5,0.11493344617994447
GO_TISSUE_REMODELING,178,5,0.11493344617994447
GO_MICROTUBULE_BASED_MOVEMENT,368,13,0.11544142244932226
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,127,3,0.11582620190821694
GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING,127,3,0.11582620190821694
GO_RESPONSE_TO_ELECTRICAL_STIMULUS,42,0,0.11589795912278758
GO_RESPONSE_TO_PH,42,0,0.11589795912278758
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,42,0,0.11589795912278758
KEGG_FATTY_ACID_METABOLISM,42,0,0.11589795912278758
GO_CELL_FATE_DETERMINATION,42,0,0.11589795912278758
GO_NEUROTRANSMITTER_UPTAKE,42,0,0.11589795912278758
GO_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,42,0,0.11589795912278758
GO_REGULATION_OF_SECRETION,749,30,0.11602062631581214
